# Converted from In-the-wild_aligned_PDM_68.txt
-73.3935230000,-29.8014320000,-47.6675320000
-72.7750140000,-10.9497660000,-45.9094030000
-70.5336380000,7.9298180000,-44.8425800000
-66.8500580000,26.0742800000,-43.1411140000
-59.7901870000,42.5643900000,-38.6352980000
-48.3689730000,56.4810800000,-30.7506220000
-34.1211010000,67.2469920000,-18.4564530000
-17.8754110000,75.0568920000,-3.6090350000
0.0987490000,77.0612860000,0.8816980000
17.4770310000,74.7584480000,-5.1812010000
32.6489660000,66.9290210000,-19.1765630000
46.3723580000,56.3113890000,-30.7705700000
57.3434800000,42.4191260000,-37.6286290000
64.3884820000,25.4558800000,-40.8863090000
68.2120380000,6.9908050000,-42.2814490000
70.4864050000,-11.6661930000,-44.1425670000
71.3758220000,-30.3651910000,-47.1404260000
-61.1194060000,-49.3616020000,-14.2544220000
-51.2875880000,-58.7697950000,-7.2681470000
-37.8048000000,-61.9961550000,-0.4420510000
-24.0227540000,-61.0333990000,6.6065010000
-11.6357130000,-56.6867590000,11.9673980000
12.0566360000,-57.3910330000,12.0512040000
25.1062560000,-61.9021860000,7.3150980000
38.3385880000,-62.7777130000,1.0229530000
51.1910070000,-59.3023470000,-5.3494350000
60.0538510000,-50.1902550000,-11.6157460000
0.6539400000,-42.1937900000,13.3808350000
0.8048090000,-30.9937210000,21.1508530000
0.9922040000,-19.9445960000,29.2840360000
1.2267830000,-8.4145410000,36.9480600000
-14.7724720000,2.5982550000,20.1320030000
-7.1802390000,4.7515890000,23.5366840000
0.5559200000,6.5629000000,25.9444480000
8.2724990000,4.6610050000,23.6957410000
15.2143510000,2.6430460000,20.8581570000
-46.0472900000,-37.4714110000,-7.0379890000
-37.6746880000,-42.7305100000,-3.0212170000
-27.8838560000,-42.7115170000,-1.3536290000
-19.6482680000,-36.7547420000,0.1110880000
-28.2729650000,-35.1344930000,0.1472730000
-38.0824180000,-34.9190430000,-1.4766120000
19.2658680000,-37.0323060000,0.6657460000
27.8941910000,-43.3424450000,-0.2476600000
37.4375290000,-43.1108220000,-1.6964350000
45.1708050000,-38.0865150000,-4.8941630000
38.1964540000,-35.5320240000,-0.2829610000
28.7649890000,-35.4842890000,1.1726750000
-28.9162670000,28.6127160000,2.2403100000
-17.5331940000,22.1721870000,15.9343350000
-6.6845900000,19.0290510000,22.6113550000
0.3810010000,20.7211180000,23.7484370000
8.3754430000,19.0354600000,22.7219950000
18.8766180000,22.3941090000,15.6106790000
28.7944120000,28.0799240000,3.2173930000
19.0575740000,36.2982480000,14.9879970000
8.9563750000,39.6345750000,22.5542450000
0.3815490000,40.3956470000,23.5916260000
-7.4288950000,39.8364050000,22.4061060000
-18.1606340000,36.6778990000,15.1219070000
-24.3774900000,28.6777710000,4.7856840000
-6.8976330000,25.4759760000,20.8937420000
0.3406630000,26.0142690000,22.2204790000
8.4447220000,25.3261980000,21.0255200000
24.4744730000,28.3230080000,5.7127760000
8.4491660000,30.5962160000,20.6714890000
0.2053220000,31.4087380000,21.9036700000
-7.1982660000,30.8448760000,20.3280220000
